Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,3236,Medium,Email,Bug report,2nd line support,Heather Urry,2023-10-03 01:21:20,2023-10-05 01:21:20,2023-10-03 02:21:20,2023-10-03 01:49:32.920,Within SLA,2023-10-04 08:40:49.878,Within SLA,,1.0,,Ready to use Software,Tier 2,Greece,39.368279,21.863141
Resolved,3238,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-10-03 02:51:22,2023-10-04 02:51:22,2023-10-03 02:53:22,2023-10-03 02:53:08.374,Within SLA,2023-10-04 00:17:37.943,Within SLA,,8.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,3240,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-10-03 22:55:49,2023-10-04 22:55:49,2023-10-03 22:57:49,2023-10-03 22:56:58.325,Within SLA,2023-10-07 15:01:05.068,SLA Violated,,2.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3241,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-10-03 16:05:53,2023-10-05 16:05:53,2023-10-03 17:05:53,2023-10-03 16:53:53.421,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,3243,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-10-04 01:11:12,2023-10-06 01:11:12,2023-10-04 02:11:12,2023-10-04 01:17:30.182,Within SLA,,SLA Violated,,4.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3247,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-10-04 00:32:04,2023-10-05 00:32:04,2023-10-04 00:34:04,2023-10-04 00:33:57.349,Within SLA,2023-10-04 11:25:15.305,Within SLA,,2.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3248,Medium,Email,Product setup,1st line support,Nicola Wane,2023-10-04 07:03:44,2023-10-06 07:03:44,2023-10-04 08:03:44,2023-10-04 07:28:29.135,Within SLA,2023-10-04 15:51:43.446,Within SLA,,1.0,,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3249,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-10-04 09:31:24,2023-10-06 09:31:24,2023-10-04 10:31:24,2023-10-04 09:48:32.991,Within SLA,2023-10-05 22:59:17.737,Within SLA,,10.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
In progress,3250,Low,Email,Product setup,1st line support,Nicola Wane,2023-10-05 05:10:40,2023-10-07 05:10:40,2023-10-05 06:10:40,2023-10-05 05:41:14.126,Within SLA,,SLA Violated,,1.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3251,High,Phone,Other,1st line support,Bernard Beckley,2023-10-05 16:45:56,2023-10-07 16:45:56,2023-10-05 16:47:56,2023-10-05 16:47:09.330,Within SLA,2023-10-06 07:56:17.783,Within SLA,,3.0,,Other,Tier 1,Poland,52.536273,19.050639
Resolved,3254,High,Email,Feature request,1st line support,Sheela Cutten,2023-10-05 21:48:09,2023-10-07 21:48:09,2023-10-05 22:48:09,2023-10-05 22:32:03.601,Within SLA,2023-10-07 07:49:16.706,Within SLA,,3.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
In progress,3255,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-05 06:04:33,2023-10-07 06:04:33,2023-10-05 07:04:33,2023-10-05 06:16:40.976,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,3257,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-10-06 03:18:41,2023-10-08 03:18:41,2023-10-06 04:18:41,2023-10-06 03:38:39.252,Within SLA,2023-10-06 08:11:06.678,Within SLA,,1.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3260,Medium,Chat,Training request,1st line support,Sheela Cutten,2023-10-06 14:38:41,2023-10-07 14:38:41,2023-10-06 14:40:41,2023-10-06 14:39:33.142,Within SLA,,SLA Violated,,5.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3262,Low,Phone,Product setup,1st line support,Bernard Beckley,2023-10-06 05:55:08,2023-10-08 05:55:08,2023-10-06 05:57:08,2023-10-06 05:56:29.156,Within SLA,2023-10-07 18:51:07.295,Within SLA,,5.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3266,Medium,Email,Bug report,2nd line support,Heather Urry,2023-10-06 18:47:37,2023-10-08 18:47:37,2023-10-06 19:47:37,2023-10-06 23:07:41.264,SLA Violated,2023-10-07 19:24:33.711,Within SLA,,1.0,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,3267,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-10-07 17:08:31,2023-10-08 17:08:31,2023-10-07 17:10:31,2023-10-07 17:09:32.834,Within SLA,2023-10-08 02:27:11.519,Within SLA,,7.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,3271,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-10-07 03:30:54,2023-10-09 03:30:54,2023-10-07 04:30:54,2023-10-07 04:00:32.757,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,3283,High,Email,Product setup,1st line support,Bernard Beckley,2023-10-09 07:10:47,2023-10-11 07:10:47,2023-10-09 08:10:47,2023-10-09 07:41:54.318,Within SLA,2023-10-10 23:24:23.748,Within SLA,,4.0,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,3288,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-10-09 15:56:53,2023-10-11 15:56:53,2023-10-09 16:56:53,2023-10-09 16:10:56.606,Within SLA,2023-10-10 09:58:54.275,Within SLA,,1.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3291,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-10-10 07:14:04,2023-10-12 07:14:04,2023-10-10 08:14:04,2023-10-10 08:07:36.286,Within SLA,2023-10-12 03:20:48.192,Within SLA,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3293,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-10-10 07:50:07,2023-10-11 07:50:07,2023-10-10 07:52:07,2023-10-10 07:55:58.042,SLA Violated,2023-10-13 14:09:32.804,SLA Violated,,7.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3294,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-10-10 15:50:53,2023-10-11 15:50:53,2023-10-10 15:52:53,2023-10-10 15:52:41.734,Within SLA,2023-10-10 19:38:24.518,Within SLA,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3295,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-10-11 13:40:00,2023-10-12 13:40:00,2023-10-11 13:42:00,2023-10-11 13:41:52.471,Within SLA,2023-10-11 18:55:49.699,Within SLA,,5.0,,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,3296,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-10-11 17:19:03,2023-10-12 17:19:03,2023-10-11 17:21:03,2023-10-11 17:19:16.105,Within SLA,2023-10-12 10:35:28.030,Within SLA,,7.0,,Other,Tier 1,Spain,39.67337,-4.767726
Resolved,3297,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-10-11 08:14:02,2023-10-13 08:14:02,2023-10-11 09:14:02,2023-10-11 09:12:06.779,Within SLA,2023-10-12 21:41:02.125,Within SLA,,10.0,,Other,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3301,High,Phone,Feature request,1st line support,Kristos Westoll,2023-10-11 01:12:43,2023-10-13 01:12:43,2023-10-11 01:14:43,2023-10-11 01:14:12.659,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,3304,Low,Chat,Other,2nd line support,Michele Whyatt,2023-10-12 04:25:20,2023-10-13 04:25:20,2023-10-12 04:27:20,2023-10-12 04:26:47.418,Within SLA,2023-10-12 12:55:18.284,Within SLA,,4.0,,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,3305,Low,Chat,Product setup,1st line support,Nicola Wane,2023-10-12 12:33:45,2023-10-13 12:33:45,2023-10-12 12:35:45,2023-10-12 12:35:37.505,Within SLA,2023-10-14 05:29:04.902,SLA Violated,,8.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3307,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-12 19:25:20,2023-10-14 19:25:20,2023-10-12 20:25:20,2023-10-12 19:35:32.157,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,3311,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-10-13 16:13:18,2023-10-14 16:13:18,2023-10-13 16:15:18,2023-10-13 16:14:39.068,Within SLA,,SLA Violated,,2.0,,Other,Tier 1,France,48.864716,2.349014
In progress,3313,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-10-13 12:25:20,2023-10-14 12:25:20,2023-10-13 12:27:20,2023-10-13 12:26:46.089,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3315,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,2023-10-14 19:17:47,2023-10-15 19:17:47,2023-10-14 19:19:47,2023-10-14 19:23:38.127,SLA Violated,2023-10-20 13:19:30.615,SLA Violated,,7.0,,Ready to use Software,Tier 2,France,48.864716,2.349014
In progress,3317,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-10-14 19:40:35,2023-10-16 19:40:35,2023-10-14 20:40:35,2023-10-14 20:12:54.159,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,3318,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-10-14 15:22:51,2023-10-15 15:22:51,2023-10-14 15:24:51,2023-10-14 15:23:45.358,Within SLA,2023-10-15 09:47:48.536,Within SLA,,5.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3331,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-10-16 09:32:25,2023-10-18 09:32:25,2023-10-16 10:32:25,2023-10-16 10:11:30.395,Within SLA,2023-10-17 01:05:13.167,Within SLA,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3332,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-10-16 14:25:07,2023-10-18 14:25:07,2023-10-16 15:25:07,2023-10-16 14:42:19.828,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Italy,43.036776,12.678565
In progress,3333,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-10-16 14:14:49,2023-10-18 14:14:49,2023-10-16 14:16:49,2023-10-16 14:16:19.422,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,3334,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-10-16 12:38:37,2023-10-18 12:38:37,2023-10-16 13:38:37,2023-10-16 13:11:14.076,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3335,Low,Email,Bug report,1st line support,Nicola Wane,2023-10-16 22:24:26,2023-10-18 22:24:26,2023-10-16 23:24:26,2023-10-16 22:51:50.309,Within SLA,2023-10-18 20:58:32.353,Within SLA,,2.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3336,Medium,Chat,Bug report,1st line support,Connor Danielovitch,2023-10-16 04:17:14,2023-10-17 04:17:14,2023-10-16 04:19:14,2023-10-16 04:17:39.048,Within SLA,2023-10-16 08:00:46.567,Within SLA,,5.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,3337,Low,Chat,Bug report,1st line support,Sheela Cutten,2023-10-16 13:54:00,2023-10-17 13:54:00,2023-10-16 13:56:00,2023-10-16 13:54:23.592,Within SLA,2023-10-21 02:00:55.181,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Resolved,3339,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-10-16 19:22:47,2023-10-18 19:22:47,2023-10-16 20:22:47,2023-10-16 20:08:05.722,Within SLA,2023-10-17 08:40:55.559,Within SLA,,3.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,3340,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-10-16 00:12:58,2023-10-17 00:12:58,2023-10-16 00:14:58,2023-10-16 00:17:25.487,SLA Violated,2023-10-16 20:04:44.091,Within SLA,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,3343,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-10-17 00:10:03,2023-10-19 00:10:03,2023-10-17 01:10:03,2023-10-17 00:44:55.352,Within SLA,2023-10-17 06:02:52.774,Within SLA,,7.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3346,Low,Email,Other,1st line support,Connor Danielovitch,2023-10-17 11:44:38,2023-10-19 11:44:38,2023-10-17 12:44:38,2023-10-17 12:00:15.224,Within SLA,2023-10-19 01:09:11.796,Within SLA,,1.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,3347,Low,Email,Bug report,1st line support,Nicola Wane,2023-10-17 20:29:49,2023-10-19 20:29:49,2023-10-17 21:29:49,2023-10-17 21:26:40.412,Within SLA,2023-10-18 04:12:09.071,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,3349,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-10-18 08:08:28,2023-10-20 08:08:28,2023-10-18 09:08:28,2023-10-18 08:51:54.292,Within SLA,2023-10-22 05:48:06.024,SLA Violated,,7.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3350,Low,Phone,Other,1st line support,Bernard Beckley,2023-10-18 10:05:07,2023-10-20 10:05:07,2023-10-18 10:07:07,2023-10-18 10:05:44.559,Within SLA,2023-10-22 08:14:45.725,SLA Violated,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3351,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-10-18 21:51:40,2023-10-19 21:51:40,2023-10-18 21:53:40,2023-10-18 21:53:19.915,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3352,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-10-18 05:39:02,2023-10-19 05:39:02,2023-10-18 05:41:02,2023-10-18 05:39:13.281,Within SLA,2023-10-18 17:50:54.689,Within SLA,,6.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3355,Medium,Chat,Other,2nd line support,Adolpho Messingham,2023-10-18 02:49:03,2023-10-19 02:49:03,2023-10-18 02:51:03,2023-10-18 02:49:05.577,Within SLA,2023-10-18 15:47:01.863,Within SLA,,2.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3357,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-10-18 22:51:28,2023-10-20 22:51:28,2023-10-18 23:51:28,2023-10-18 23:22:04.047,Within SLA,2023-10-23 03:32:47.250,SLA Violated,,7.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3358,Medium,Phone,Product setup,1st line support,Sheela Cutten,2023-10-18 11:15:29,2023-10-20 11:15:29,2023-10-18 11:17:29,2023-10-18 11:17:58.063,SLA Violated,2023-10-19 15:47:55.036,Within SLA,,7.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,3359,High,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-18 15:22:51,2023-10-19 15:22:51,2023-10-18 15:24:51,2023-10-18 15:24:42.041,Within SLA,2023-10-19 13:09:57.057,Within SLA,,2.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
In progress,3361,High,Email,Product setup,2nd line support,Michele Whyatt,2023-10-18 03:46:11,2023-10-20 03:46:11,2023-10-18 04:46:11,2023-10-18 04:30:57.229,Within SLA,,SLA Violated,,9.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
In progress,3364,Low,Email,Other,2nd line support,Heather Urry,2023-10-18 00:20:33,2023-10-20 00:20:33,2023-10-18 01:20:33,2023-10-18 00:54:04.485,Within SLA,,SLA Violated,,3.0,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
In progress,3365,High,Email,Training request,1st line support,Kristos Westoll,2023-10-19 06:16:32,2023-10-21 06:16:32,2023-10-19 07:16:32,2023-10-19 06:36:18.444,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3367,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-10-19 04:44:14,2023-10-21 04:44:14,2023-10-19 05:44:14,2023-10-19 05:28:31.270,Within SLA,2023-10-22 18:09:09.343,SLA Violated,,2.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,3370,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-10-19 21:34:41,2023-10-21 21:34:41,2023-10-19 22:34:41,2023-10-19 21:58:20.249,Within SLA,2023-10-20 12:27:03.458,Within SLA,,5.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3371,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-10-19 04:33:51,2023-10-20 04:33:51,2023-10-19 04:35:51,2023-10-19 04:33:55.427,Within SLA,2023-10-19 10:10:32.396,Within SLA,,9.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3372,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-10-19 16:15:29,2023-10-21 16:15:29,2023-10-19 17:15:29,2023-10-19 16:27:35.228,Within SLA,2023-10-20 19:20:02.736,Within SLA,,10.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3373,Low,Email,Other,1st line support,Connor Danielovitch,2023-10-19 13:57:38,2023-10-21 13:57:38,2023-10-19 14:57:38,2023-10-19 14:00:27.393,Within SLA,,SLA Violated,,9.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3377,Low,Email,Product setup,2nd line support,Heather Urry,2023-10-20 13:53:50,2023-10-22 13:53:50,2023-10-20 14:53:50,2023-10-20 17:47:32.962,SLA Violated,2023-10-21 12:14:31.198,Within SLA,,3.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Resolved,3379,High,Email,Product setup,2nd line support,Michele Whyatt,2023-10-20 12:13:33,2023-10-22 12:13:33,2023-10-20 13:13:33,2023-10-20 12:52:03.987,Within SLA,2023-10-21 03:34:40.618,Within SLA,,4.0,,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726
Resolved,3380,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-20 06:09:17,2023-10-22 06:09:17,2023-10-20 07:09:17,2023-10-20 06:15:56.345,Within SLA,2023-10-20 08:40:51.792,Within SLA,,3.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,3381,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-10-20 11:45:43,2023-10-22 11:45:43,2023-10-20 12:45:43,2023-10-20 11:59:56.676,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Resolved,3384,High,Email,Other,1st line support,Nicola Wane,2023-10-21 20:51:44,2023-10-23 20:51:44,2023-10-21 21:51:44,2023-10-21 21:31:36.569,Within SLA,2023-10-22 23:05:18.756,Within SLA,,8.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3398,Medium,Chat,Product setup,2nd line support,Heather Urry,2023-10-22 00:18:43,2023-10-23 00:18:43,2023-10-22 00:20:43,2023-10-22 00:24:04.860,SLA Violated,,SLA Violated,,5.0,,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726
Resolved,3399,High,Email,Product setup,2nd line support,Heather Urry,2023-10-22 16:51:22,2023-10-24 16:51:22,2023-10-22 17:51:22,2023-10-22 17:45:30.393,Within SLA,2023-10-23 15:09:36.163,Within SLA,,7.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,3400,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-10-22 14:43:58,2023-10-24 14:43:58,2023-10-22 15:43:58,2023-10-22 15:26:59.869,Within SLA,2023-10-24 03:19:32.929,Within SLA,,1.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3405,Low,Email,Bug report,1st line support,Sheela Cutten,2023-10-23 17:28:34,2023-10-25 17:28:34,2023-10-23 18:28:34,2023-10-23 17:57:13.244,Within SLA,2023-10-23 23:56:24.289,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3408,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-10-24 00:55:28,2023-10-26 00:55:28,2023-10-24 01:55:28,2023-10-24 01:34:47.421,Within SLA,2023-10-25 14:10:06.342,Within SLA,,8.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3413,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-10-24 23:54:58,2023-10-26 23:54:58,2023-10-25 00:54:58,2023-10-24 23:56:01.804,Within SLA,2023-10-26 02:49:52.417,Within SLA,,1.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3416,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-10-25 09:24:24,2023-10-26 09:24:24,2023-10-25 09:26:24,2023-10-25 09:24:40.478,Within SLA,2023-10-26 20:53:57.823,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
In progress,3418,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-10-25 04:04:02,2023-10-27 04:04:02,2023-10-25 05:04:02,2023-10-25 04:20:43.165,Within SLA,,SLA Violated,,4.0,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
Resolved,3419,Low,Email,Product setup,1st line support,Bernard Beckley,2023-10-25 23:34:43,2023-10-27 23:34:43,2023-10-26 00:34:43,2023-10-26 00:09:14.520,Within SLA,2023-10-26 08:45:29.731,Within SLA,,6.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3420,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-10-25 01:13:47,2023-10-26 01:13:47,2023-10-25 01:15:47,2023-10-25 01:14:14.905,Within SLA,2023-10-25 14:07:41.706,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3422,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-10-26 02:28:01,2023-10-27 02:28:01,2023-10-26 02:30:01,2023-10-26 02:30:35.888,SLA Violated,2023-10-30 20:24:59.011,SLA Violated,,2.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Resolved,3423,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-10-26 05:47:17,2023-10-28 05:47:17,2023-10-26 06:47:17,2023-10-26 06:28:54.571,Within SLA,2023-10-28 04:22:48.020,Within SLA,,10.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3425,High,Phone,Bug report,1st line support,Bernard Beckley,2023-10-26 15:13:20,2023-10-28 15:13:20,2023-10-26 15:15:20,2023-10-26 15:13:52.348,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3426,Medium,Email,Bug report,1st line support,Kristos Westoll,2023-10-26 22:22:25,2023-10-28 22:22:25,2023-10-26 23:22:25,2023-10-26 23:00:02.780,Within SLA,2023-10-27 08:33:44.680,Within SLA,,4.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3428,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-10-26 16:46:44,2023-10-28 16:46:44,2023-10-26 17:46:44,2023-10-26 17:24:03.907,Within SLA,2023-10-28 02:05:37.564,Within SLA,,1.0,,Custom software development,Tier 2,France,48.864716,2.349014
In progress,3429,High,Email,Feature request,1st line support,Kristos Westoll,2023-10-26 18:56:11,2023-10-28 18:56:11,2023-10-26 19:56:11,2023-10-26 19:10:21.038,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3432,Low,Email,Feature request,1st line support,Bernard Beckley,2023-10-27 08:22:15,2023-10-29 08:22:15,2023-10-27 09:22:15,2023-10-27 12:22:21.184,SLA Violated,2023-10-29 02:02:26.937,Within SLA,,1.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3433,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-10-27 10:10:33,2023-10-29 10:10:33,2023-10-27 11:10:33,2023-10-27 11:08:57.282,Within SLA,2023-10-28 19:11:27.498,Within SLA,,3.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,3436,Low,Email,Other,1st line support,Bernard Beckley,2023-10-27 19:01:06,2023-10-29 19:01:06,2023-10-27 20:01:06,2023-10-27 19:37:30.202,Within SLA,2023-10-31 04:48:03.327,SLA Violated,,1.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3438,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-10-27 00:25:35,2023-10-28 00:25:35,2023-10-27 00:27:35,2023-10-27 00:26:59.330,Within SLA,2023-10-31 23:09:30.503,SLA Violated,,8.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3439,Low,Email,Feature request,1st line support,Nicola Wane,2023-10-27 23:17:33,2023-10-29 23:17:33,2023-10-28 00:17:33,2023-10-27 23:58:52.823,Within SLA,2023-10-29 01:01:23.104,Within SLA,,1.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3441,Low,Email,Bug report,1st line support,Bernard Beckley,2023-10-27 06:45:31,2023-10-29 06:45:31,2023-10-27 07:45:31,2023-10-27 07:35:24.954,Within SLA,2023-10-27 22:35:09.261,Within SLA,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3442,Medium,Chat,Bug report,2nd line support,Michele Whyatt,2023-10-27 17:22:00,2023-10-28 17:22:00,2023-10-27 17:24:00,2023-10-27 17:23:31.977,Within SLA,2023-10-29 21:29:26.788,SLA Violated,,6.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
In progress,3444,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-10-28 12:32:42,2023-10-29 12:32:42,2023-10-28 12:34:42,2023-10-28 12:33:41.423,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3457,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-10-29 00:45:51,2023-10-31 00:45:51,2023-10-29 01:45:51,2023-10-29 01:28:19.235,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,3464,High,Email,Product setup,2nd line support,Heather Urry,2023-10-30 23:33:23,2023-11-01 23:33:23,2023-10-31 00:33:23,2023-10-30 23:52:16.850,Within SLA,2023-10-31 11:53:32.428,Within SLA,,9.0,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
